	items	support	ordered_statistics
94	frozenset({'spaghetti', 'frozen vegetables', 'ground beef', 'nan'})	0.008665511265164644	[OrderedStatistic(items_base=frozenset({'frozen vegetables', 'spaghetti', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.31100478468899523, lift=3.165328208890303)]
95	frozenset({'mineral water', 'olive oil', 'frozen vegetables', 'milk'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'milk'}), items_add=frozenset({'olive oil'}), confidence=0.30120481927710846, lift=4.573557387444516), OrderedStatistic(items_base=frozenset({'mineral water', 'olive oil', 'frozen vegetables'}), items_add=frozenset({'milk'}), confidence=0.5102040816326531, lift=3.937284790459394), OrderedStatistic(items_base=frozenset({'mineral water', 'olive oil', 'milk'}), items_add=frozenset({'frozen vegetables'}), confidence=0.39062500000000006, lift=4.098011363636364)]
96	frozenset({'mineral water', 'frozen vegetables', 'soup', 'milk'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'milk'}), items_add=frozenset({'soup'}), confidence=0.27710843373493976, lift=5.484407286136631), OrderedStatistic(items_base=frozenset({'frozen vegetables', 'soup', 'milk'}), items_add=frozenset({'mineral water'}), confidence=0.7666666666666666, lift=3.21631245339299), OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'soup'}), items_add=frozenset({'milk'}), confidence=0.6052631578947368, lift=4.670863114576565), OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'soup'}), items_add=frozenset({'frozen vegetables'}), confidence=0.35937500000000006, lift=3.7701704545454553)]
97	frozenset({'mineral water', 'frozen vegetables', 'spaghetti', 'milk'})	0.004532728969470737	[OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'spaghetti'}), items_add=frozenset({'frozen vegetables'}), confidence=0.28813559322033894, lift=3.0228043143297376)]
98	frozenset({'olive oil', 'frozen vegetables', 'nan', 'milk'})	0.004799360085321957	[OrderedStatistic(items_base=frozenset({'frozen vegetables', 'nan', 'milk'}), items_add=frozenset({'olive oil'}), confidence=0.20338983050847456, lift=3.088314005352364), OrderedStatistic(items_base=frozenset({'olive oil', 'frozen vegetables', 'nan'}), items_add=frozenset({'milk'}), confidence=0.4235294117647058, lift=3.2684095860566447)]
99	frozenset({'soup', 'frozen vegetables', 'nan', 'milk'})	0.003999466737768298	[OrderedStatistic(items_base=frozenset({'frozen vegetables', 'soup', 'nan'}), items_add=frozenset({'milk'}), confidence=0.5, lift=3.858539094650206)]
100	frozenset({'tomatoes', 'frozen vegetables', 'nan', 'milk'})	0.0041327822956939075	[OrderedStatistic(items_base=frozenset({'milk', 'tomatoes', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.29523809523809524, lift=3.0973160173160172)]
101	frozenset({'mineral water', 'shrimp', 'frozen vegetables', 'nan'})	0.007199040127982935	[OrderedStatistic(items_base=frozenset({'mineral water', 'shrimp', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.3068181818181818, lift=3.218801652892562)]
102	frozenset({'mineral water', 'frozen vegetables', 'spaghetti', 'shrimp'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'spaghetti'}), items_add=frozenset({'shrimp'}), confidence=0.2777777777777778, lift=3.8873341625207294), OrderedStatistic(items_base=frozenset({'mineral water', 'spaghetti', 'shrimp'}), items_add=frozenset({'frozen vegetables'}), confidence=0.39062500000000006, lift=4.098011363636364)]
103	frozenset({'mineral water', 'frozen vegetables', 'tomatoes', 'spaghetti'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'spaghetti'}), items_add=frozenset({'tomatoes'}), confidence=0.2555555555555556, lift=3.7366904916612524), OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'tomatoes'}), items_add=frozenset({'spaghetti'}), confidence=0.5227272727272727, lift=3.0022796881525826), OrderedStatistic(items_base=frozenset({'mineral water', 'spaghetti', 'tomatoes'}), items_add=frozenset({'frozen vegetables'}), confidence=0.32857142857142857, lift=3.447012987012987)]
104	frozenset({'olive oil', 'frozen vegetables', 'spaghetti', 'nan'})	0.005732568990801226	[OrderedStatistic(items_base=frozenset({'frozen vegetables', 'spaghetti', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.20574162679425836, lift=3.1240241752707125)]
105	frozenset({'shrimp', 'frozen vegetables', 'spaghetti', 'nan'})	0.005999200106652446	[OrderedStatistic(items_base=frozenset({'frozen vegetables', 'spaghetti', 'nan'}), items_add=frozenset({'shrimp'}), confidence=0.21531100478468898, lift=3.0131489680782684)]
106	frozenset({'shrimp', 'frozen vegetables', 'tomatoes', 'nan'})	0.003999466737768298	[OrderedStatistic(items_base=frozenset({'shrimp', 'frozen vegetables', 'nan'}), items_add=frozenset({'tomatoes'}), confidence=0.24000000000000002, lift=3.5092397660818717), OrderedStatistic(items_base=frozenset({'frozen vegetables', 'tomatoes', 'nan'}), items_add=frozenset({'shrimp'}), confidence=0.2479338842975207, lift=3.4696866905143704), OrderedStatistic(items_base=frozenset({'shrimp', 'tomatoes', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.35714285714285715, lift=3.7467532467532467)]
107	frozenset({'tomatoes', 'frozen vegetables', 'spaghetti', 'nan'})	0.006665777896280496	[OrderedStatistic(items_base=frozenset({'frozen vegetables', 'spaghetti', 'nan'}), items_add=frozenset({'tomatoes'}), confidence=0.23923444976076558, lift=3.4980460188216425), OrderedStatistic(items_base=frozenset({'spaghetti', 'tomatoes', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.3184713375796179, lift=3.341053850607991)]
108	frozenset({'nan', 'spaghetti', 'ground beef', 'grated cheese'})	0.005332622317024397	[OrderedStatistic(items_base=frozenset({'spaghetti', 'nan', 'grated cheese'}), items_add=frozenset({'ground beef'}), confidence=0.3225806451612903, lift=3.283144395325426)]
109	frozenset({'green tea', 'tomatoes', 'ground beef', 'nan'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'green tea', 'ground beef', 'nan'}), items_add=frozenset({'tomatoes'}), confidence=0.2072072072072072, lift=3.0297490472929067)]
110	frozenset({'nan', 'herb & pepper', 'ground beef', 'milk'})	0.0035995200639914677	[OrderedStatistic(items_base=frozenset({'herb & pepper', 'nan', 'milk'}), items_add=frozenset({'ground beef'}), confidence=0.3913043478260869, lift=3.9825968969382335)]
111	frozenset({'mineral water', 'herb & pepper', 'ground beef', 'nan'})	0.006665777896280496	[OrderedStatistic(items_base=frozenset({'mineral water', 'herb & pepper', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.39062500000000006, lift=3.975682666214383)]
112	frozenset({'spaghetti', 'herb & pepper', 'ground beef', 'nan'})	0.006399146780429276	[OrderedStatistic(items_base=frozenset({'herb & pepper', 'spaghetti', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.3934426229508197, lift=4.004359721511667)]
113	frozenset({'olive oil', 'milk', 'ground beef', 'nan'})	0.004932675643247567	[OrderedStatistic(items_base=frozenset({'milk', 'ground beef', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.22424242424242427, lift=3.40494417862839)]
114	frozenset({'soup', 'milk', 'ground beef', 'nan'})	0.003999466737768298	[OrderedStatistic(items_base=frozenset({'soup', 'ground beef', 'nan'}), items_add=frozenset({'milk'}), confidence=0.4109589041095891, lift=3.1714019956029094)]
115	frozenset({'mineral water', 'olive oil', 'spaghetti', 'ground beef'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'mineral water', 'olive oil', 'spaghetti'}), items_add=frozenset({'ground beef'}), confidence=0.2987012987012987, lift=3.0401064335935435)]
116	frozenset({'mineral water', 'tomatoes', 'spaghetti', 'ground beef'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'mineral water', 'tomatoes', 'ground beef'}), items_add=frozenset({'spaghetti'}), confidence=0.5609756097560976, lift=3.221958689724723), OrderedStatistic(items_base=frozenset({'mineral water', 'spaghetti', 'tomatoes'}), items_add=frozenset({'ground beef'}), confidence=0.32857142857142857, lift=3.344117076952898)]
117	frozenset({'pepper', 'spaghetti', 'ground beef', 'nan'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'spaghetti', 'pepper', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.33783783783783783, lift=3.4384282518610876)]
118	frozenset({'shrimp', 'spaghetti', 'ground beef', 'nan'})	0.005999200106652446	[OrderedStatistic(items_base=frozenset({'shrimp', 'ground beef', 'nan'}), items_add=frozenset({'spaghetti'}), confidence=0.5232558139534884, lift=3.005315360233627)]
119	frozenset({'tomato sauce', 'spaghetti', 'ground beef', 'nan'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'tomato sauce', 'ground beef', 'nan'}), items_add=frozenset({'spaghetti'}), confidence=0.5750000000000001, lift=3.3025076569678413), OrderedStatistic(items_base=frozenset({'tomato sauce', 'spaghetti', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.4893617021276596, lift=4.980599901844742)]
120	frozenset({'mineral water', 'olive oil', 'milk', 'spaghetti'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'spaghetti'}), items_add=frozenset({'olive oil'}), confidence=0.211864406779661, lift=3.216993755575379)]
121	frozenset({'mineral water', 'milk', 'tomatoes', 'spaghetti'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'spaghetti'}), items_add=frozenset({'tomatoes'}), confidence=0.211864406779661, lift=3.0978458387022165)]
122	frozenset({'shrimp', 'olive oil', 'milk', 'nan'})	0.003199573390214638	[OrderedStatistic(items_base=frozenset({'shrimp', 'olive oil', 'nan'}), items_add=frozenset({'milk'}), confidence=0.39999999999999997, lift=3.0868312757201646)]
123	frozenset({'olive oil', 'milk', 'soup', 'nan'})	0.0035995200639914677	[OrderedStatistic(items_base=frozenset({'olive oil', 'milk', 'nan'}), items_add=frozenset({'soup'}), confidence=0.2109375, lift=4.174781497361478), OrderedStatistic(items_base=frozenset({'milk', 'soup', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.23684210526315788, lift=3.5962603878116344), OrderedStatistic(items_base=frozenset({'olive oil', 'soup', 'nan'}), items_add=frozenset({'milk'}), confidence=0.4029850746268656, lift=3.1098673300165833)]
124	frozenset({'olive oil', 'milk', 'spaghetti', 'nan'})	0.007199040127982935	[OrderedStatistic(items_base=frozenset({'milk', 'spaghetti', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.20300751879699247, lift=3.0825089038385434)]
125	frozenset({'tomatoes', 'milk', 'soup', 'nan'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'milk', 'tomatoes', 'nan'}), items_add=frozenset({'soup'}), confidence=0.21904761904761905, lift=4.335293378565146), OrderedStatistic(items_base=frozenset({'tomatoes', 'soup', 'nan'}), items_add=frozenset({'milk'}), confidence=0.44230769230769235, lift=3.4133230452674903)]
126	frozenset({'whole wheat pasta', 'milk', 'spaghetti', 'nan'})	0.003999466737768298	[OrderedStatistic(items_base=frozenset({'spaghetti', 'whole wheat pasta', 'nan'}), items_add=frozenset({'milk'}), confidence=0.4545454545454546, lift=3.5077628133183696)]
127	frozenset({'mineral water', 'olive oil', 'soup', 'nan'})	0.005199306759098787	[OrderedStatistic(items_base=frozenset({'mineral water', 'soup', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.22543352601156072, lift=3.4230301186492245)]
128	frozenset({'mineral water', 'olive oil', 'whole wheat pasta', 'nan'})	0.0038661511798426876	[OrderedStatistic(items_base=frozenset({'mineral water', 'whole wheat pasta', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.4027777777777778, lift=6.115862573099416)]
129	frozenset({'olive oil', 'pancakes', 'spaghetti', 'nan'})	0.005065991201173177	[OrderedStatistic(items_base=frozenset({'pancakes', 'spaghetti', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.20105820105820105, lift=3.0529100529100526)]
130	frozenset({'olive oil', 'spaghetti', 'tomatoes', 'nan'})	0.004399413411545127	[OrderedStatistic(items_base=frozenset({'olive oil', 'tomatoes', 'nan'}), items_add=frozenset({'spaghetti'}), confidence=0.6111111111111112, lift=3.5099115194827295), OrderedStatistic(items_base=frozenset({'spaghetti', 'tomatoes', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.21019108280254778, lift=3.19158565202816)]
131	frozenset({'whole wheat rice', 'spaghetti', 'tomatoes', 'nan'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'whole wheat rice', 'spaghetti', 'nan'}), items_add=frozenset({'tomatoes'}), confidence=0.2169811320754717, lift=3.1726617382029496)]
132	frozenset({'eggs', 'ground beef', 'mineral water', 'chocolate', 'nan'})	0.003999466737768298	[OrderedStatistic(items_base=frozenset({'eggs', 'mineral water', 'chocolate', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.29702970297029707, lift=3.023093354111531)]
133	frozenset({'mineral water', 'ground beef', 'frozen vegetables', 'chocolate', 'nan'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'chocolate', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.34246575342465757, lift=3.4855300087358976), OrderedStatistic(items_base=frozenset({'mineral water', 'ground beef', 'chocolate', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.30487804878048785, lift=3.1984478935698455)]
134	frozenset({'spaghetti', 'ground beef', 'frozen vegetables', 'chocolate', 'nan'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'ground beef', 'frozen vegetables', 'chocolate', 'nan'}), items_add=frozenset({'spaghetti'}), confidence=0.5348837209302326, lift=3.0721001460165964), OrderedStatistic(items_base=frozenset({'spaghetti', 'frozen vegetables', 'chocolate', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.3898305084745763, lift=3.967596531978015), OrderedStatistic(items_base=frozenset({'ground beef', 'spaghetti', 'chocolate', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.33333333333333337, lift=3.4969696969696975)]
135	frozenset({'mineral water', 'nan', 'frozen vegetables', 'chocolate', 'milk'})	0.003999466737768298	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'chocolate', 'nan'}), items_add=frozenset({'milk'}), confidence=0.4109589041095891, lift=3.1714019956029094)]
136	frozenset({'spaghetti', 'nan', 'frozen vegetables', 'chocolate', 'milk'})	0.0034662045060658577	[OrderedStatistic(items_base=frozenset({'spaghetti', 'frozen vegetables', 'chocolate', 'nan'}), items_add=frozenset({'milk'}), confidence=0.44067796610169485, lift=3.4007463207086555), OrderedStatistic(items_base=frozenset({'spaghetti', 'milk', 'chocolate', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.3170731707317073, lift=3.3263858093126384)]
137	frozenset({'mineral water', 'shrimp', 'frozen vegetables', 'chocolate', 'nan'})	0.003199573390214638	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'chocolate', 'nan'}), items_add=frozenset({'shrimp'}), confidence=0.32876712328767127, lift=4.600899611531385), OrderedStatistic(items_base=frozenset({'mineral water', 'shrimp', 'chocolate', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.4210526315789474, lift=4.417224880382776)]
138	frozenset({'mineral water', 'olive oil', 'spaghetti', 'chocolate', 'nan'})	0.0038661511798426876	[OrderedStatistic(items_base=frozenset({'mineral water', 'spaghetti', 'chocolate', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.2436974789915966, lift=3.700353825740822)]
139	frozenset({'mineral water', 'shrimp', 'spaghetti', 'chocolate', 'nan'})	0.0034662045060658577	[OrderedStatistic(items_base=frozenset({'mineral water', 'spaghetti', 'chocolate', 'nan'}), items_add=frozenset({'shrimp'}), confidence=0.21848739495798317, lift=3.0576006522011783)]
140	frozenset({'eggs', 'mineral water', 'frozen vegetables', 'nan', 'milk'})	0.0037328356219170776	[OrderedStatistic(items_base=frozenset({'eggs', 'mineral water', 'frozen vegetables', 'nan'}), items_add=frozenset({'milk'}), confidence=0.411764705882353, lift=3.177620430888405)]
141	frozenset({'mineral water', 'frozen smoothie', 'milk', 'spaghetti', 'nan'})	0.003199573390214638	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen smoothie', 'spaghetti', 'nan'}), items_add=frozenset({'milk'}), confidence=0.4705882352941177, lift=3.631566206729606), OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'spaghetti', 'nan'}), items_add=frozenset({'frozen smoothie'}), confidence=0.2033898305084746, lift=3.211846565566459)]
142	frozenset({'mineral water', 'nan', 'frozen vegetables', 'ground beef', 'milk'})	0.0037328356219170776	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'ground beef', 'nan'}), items_add=frozenset({'milk'}), confidence=0.40579710144927533, lift=3.1315679608755294), OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'nan', 'milk'}), items_add=frozenset({'ground beef'}), confidence=0.3373493975903614, lift=3.4334570302921317), OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'ground beef', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.3373493975903614, lift=3.539101861993428)]
143	frozenset({'spaghetti', 'nan', 'frozen vegetables', 'ground beef', 'milk'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'nan', 'frozen vegetables', 'ground beef', 'milk'}), items_add=frozenset({'spaghetti'}), confidence=0.5348837209302326, lift=3.0721001460165964), OrderedStatistic(items_base=frozenset({'spaghetti', 'frozen vegetables', 'nan', 'milk'}), items_add=frozenset({'ground beef'}), confidence=0.3709677419354839, lift=3.7756160546242397), OrderedStatistic(items_base=frozenset({'spaghetti', 'milk', 'ground beef', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.3150684931506849, lift=3.305354919053549)]
144	frozenset({'mineral water', 'spaghetti', 'frozen vegetables', 'ground beef', 'nan'})	0.004399413411545127	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'spaghetti', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.3666666666666667, lift=3.7318407960199007)]
145	frozenset({'mineral water', 'olive oil', 'frozen vegetables', 'nan', 'milk'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'nan', 'milk'}), items_add=frozenset({'olive oil'}), confidence=0.30120481927710846, lift=4.573557387444516), OrderedStatistic(items_base=frozenset({'mineral water', 'olive oil', 'frozen vegetables', 'nan'}), items_add=frozenset({'milk'}), confidence=0.5102040816326531, lift=3.937284790459394), OrderedStatistic(items_base=frozenset({'mineral water', 'olive oil', 'milk', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.39062500000000006, lift=4.098011363636364)]
146	frozenset({'mineral water', 'soup', 'frozen vegetables', 'nan', 'milk'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'nan', 'milk'}), items_add=frozenset({'soup'}), confidence=0.27710843373493976, lift=5.484407286136631), OrderedStatistic(items_base=frozenset({'soup', 'frozen vegetables', 'nan', 'milk'}), items_add=frozenset({'mineral water'}), confidence=0.7666666666666666, lift=3.21631245339299), OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'soup', 'nan'}), items_add=frozenset({'milk'}), confidence=0.6052631578947368, lift=4.670863114576565), OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'soup', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.35937500000000006, lift=3.7701704545454553)]
147	frozenset({'mineral water', 'spaghetti', 'frozen vegetables', 'nan', 'milk'})	0.004532728969470737	[OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'spaghetti', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.28813559322033894, lift=3.0228043143297376)]
148	frozenset({'mineral water', 'shrimp', 'frozen vegetables', 'spaghetti', 'nan'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'spaghetti', 'nan'}), items_add=frozenset({'shrimp'}), confidence=0.2777777777777778, lift=3.8873341625207294), OrderedStatistic(items_base=frozenset({'mineral water', 'shrimp', 'spaghetti', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.39062500000000006, lift=4.098011363636364)]
149	frozenset({'mineral water', 'tomatoes', 'frozen vegetables', 'spaghetti', 'nan'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'spaghetti', 'nan'}), items_add=frozenset({'tomatoes'}), confidence=0.2555555555555556, lift=3.7366904916612524), OrderedStatistic(items_base=frozenset({'mineral water', 'frozen vegetables', 'tomatoes', 'nan'}), items_add=frozenset({'spaghetti'}), confidence=0.5227272727272727, lift=3.0022796881525826), OrderedStatistic(items_base=frozenset({'mineral water', 'spaghetti', 'tomatoes', 'nan'}), items_add=frozenset({'frozen vegetables'}), confidence=0.32857142857142857, lift=3.447012987012987)]
150	frozenset({'mineral water', 'olive oil', 'spaghetti', 'ground beef', 'nan'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'mineral water', 'olive oil', 'spaghetti', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.2987012987012987, lift=3.0401064335935435)]
151	frozenset({'mineral water', 'tomatoes', 'spaghetti', 'ground beef', 'nan'})	0.0030662578322890282	[OrderedStatistic(items_base=frozenset({'mineral water', 'tomatoes', 'ground beef', 'nan'}), items_add=frozenset({'spaghetti'}), confidence=0.5609756097560976, lift=3.221958689724723), OrderedStatistic(items_base=frozenset({'mineral water', 'spaghetti', 'tomatoes', 'nan'}), items_add=frozenset({'ground beef'}), confidence=0.32857142857142857, lift=3.344117076952898)]
152	frozenset({'mineral water', 'olive oil', 'milk', 'spaghetti', 'nan'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'spaghetti', 'nan'}), items_add=frozenset({'olive oil'}), confidence=0.211864406779661, lift=3.216993755575379)]
153	frozenset({'mineral water', 'tomatoes', 'milk', 'spaghetti', 'nan'})	0.003332888948140248	[OrderedStatistic(items_base=frozenset({'mineral water', 'milk', 'spaghetti', 'nan'}), items_add=frozenset({'tomatoes'}), confidence=0.211864406779661, lift=3.0978458387022165)]
